"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Area","ClimateProtection"
"739","498","Monte Alén",NA,"1","II","3",0.491666276370319,0.744694562180137,0.50172688196131,0.858879028679574,0.00521196952992226,0.106644391933046
"743","70","Moremi",NA,"1","Ib","3",0.395733046478255,0.441491925407964,0.809634469030767,0.861016619601018,0.0405896631165113,0.0534312647480759
"755","1085","Mountain Zebra National Park complex","KBA",NA,NA,"3",0.272189011997497,0.135336522555133,0.83031666531387,0.83078722121428,0.0077244717055333,0.0209083030494664
"757","618","Moyowosi - Kigosi Game Reserves","KBA",NA,NA,"3",0.441526692956839,0.641309716561373,0.25208735461225,0.169640846026722,0.149450293444851,0.118171677268999
"765","452","Murchison Falls",NA,"1","II","3",0.690460524665249,0.543617762861044,0.331073002222446,0.544932453119129,0.0290139291715498,0.0506731115131959
"770","349","Mweru Wantipa",NA,"1","II","3",0.52185014664242,0.723933502041804,0.322461593154725,0.771843430409884,0.0201587836350157,0.0465850593210285
"776","964","Najran Mountains","KBA",NA,NA,"3",0.0845493146683365,0.501950726754877,0.427370056735384,0.766595216953539,0.00852242261878679,0.00467355200087635
"783","197","Namib-Naukluft",NA,"1","II","3",0.274059151462076,0.639993321137168,0.615002996511086,0.861574960242539,0.603343952581682,0.00174557254032895
"787","169","National Park Bicuar",NA,"1","II","3",0.407992613521309,0.626243636328091,0.708935953794512,0.755893333491203,0.076203681082099,0.0598950025361798
"788","168","National Park Cameia",NA,"1","II","3",0.416108123424603,0.552018857108256,0.409731576641088,0.839180951981235,0.155482587939751,0.0958623188936175
"789","166","National Park Iona",NA,"1","II","3",0.336202215608492,0.388957162092399,0.657835900631739,0.837830778908486,0.168624643077594,0.00803275705180303
"790","171","National Park Luengue-Luiana",NA,"1","II","3",0.396084780946268,0.47071148053527,0.772619777152757,0.8280847188218,0.10939325612859,0.063457517670094
"791","172","National Park Mavinga",NA,"1","II","3",0.290061713704225,0.535534159278816,0.642524123609692,0.828526474688305,0.0502396640575938,0.0609406314775659
"792","170","National Park Mupa",NA,"1","II","3",0.341507856802799,0.620496392742529,0.725343505937056,0.785413258229354,0.0472420760565234,0.0343758164738567
"793","167","National Park Quiçãma",NA,"1","II","3",0.386174630937033,0.654091112425422,0.58535626834331,0.781667840560793,0.0869240850582817,0.0607620422771941
"796","514","Mount Kenya National Park/Natural Forest",NA,"1","Not Applicable","3",0.730625515139678,0.531738448071002,0.475352519029598,0.703211098980875,0.00566145719870135,0.0534072889068861
"804","557","Ngiri","KBA",NA,NA,"3",0.42689461600268,0.766532338175082,0.66439182877301,0.831152945824194,0.228860304658641,0.47686288417735
"805","538","Ngorongoro Conservation Area",NA,"1","Not Applicable","3",0.664257465322586,0.704929663418442,0.905507874806753,0.444032895306991,0.0829598830737049,0.0384679245417299
"806","563","Ngotto","KBA",NA,NA,"3",0.534482917671932,0.766227672964987,0.369961882679342,0.858742174905776,0.00790457526036885,0.121804123065253
"810","238","Niokolo Koba",NA,"1","II","3",0.37276423788326,0.637937379507437,0.925878236066808,0.744535243675119,0.0824323258032553,0.074254654408589
"811","1340","Njesi plateau","KBA",NA,NA,"3",0.388904945519823,0.58523631445736,0.450721210743138,0.743050887410949,0.00589572876738904,0.0293871460305937
