"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Area","ClimateProtection"
"1120","1261","South Georgia - mainland, islands, islets and sta*","KBA",NA,NA,"2",0.0442411703343093,0.92717206117059,0.419140294536619,NA,0.00362720424178774,1.10356163440999e-11
"1121","937","South Hills","KBA",NA,NA,"5",0.133132069569028,0.521420930245571,0.716226608321349,0.735255721102338,0.00261577927019615,0.004071213182516
"1122","346","South Luangwa",NA,"1","II","3",0.380894354051911,0.667509526572446,0.71819307248773,0.68130345225157,0.00905710536147588,0.0629700323905518
"1123","968","South Spitsbergen National Park","KBA",NA,NA,"8",0.00900041074078474,0.994099772798997,0.401584047181708,0.726526806368193,0.0136779437570618,1.23598903053918e-11
"1124","555","South-east Botswana","KBA",NA,NA,"3",0.282095799670384,0.482210110388885,0.688507473525679,0.715066523158438,0.00930731954887208,0.0188113270377557
"1125","802","South-east Tasmania","KBA",NA,NA,"1",0.110374328012747,0.628933248426242,0.524884080364315,0.746084522161627,0.0032993999142399,0.0229917594232579
"1126","799","South-west Slopes of NSW","KBA",NA,NA,"1",0.241738567126803,0.34908649269143,0.644960598617511,0.803592214390683,0.0269721138640515,0.0557456765378291
"1127","967","Southeast Svalbard Nature Reserve","KBA",NA,NA,"8",0.00646180774113052,0.994521928433436,0.478628656798591,0.726526806368193,0.0225538702214557,1.01527670365719e-11
"1128","941","Southern Blue Ridge","KBA",NA,NA,"5",0.18398273838953,0.553801279989303,0.597436300133033,0.7238136877246,0.00372663966068356,0.092110272007823
"1129","846","Southern Cardamoms","KBA",NA,NA,"4",0.312667171103329,0.801713841194678,0.68451775069461,0.633265825375242,0.00693959595398741,0.104565697622616
"1130","1195","Southern Euphrates Valley and Birecik Plains","KBA",NA,NA,"8",0.139865047030098,0.416009705598008,0.63966521728717,0.809957022500629,0.00218748635840549,0.00309282698664837
"1131","796","Southern NSW Mallee","KBA",NA,NA,"1",0.190405741578931,0.460069488154382,0.56667024140597,0.832195956523116,0.00866842119996578,0.0237978849232762
"1132","239","Southern",NA,"1","II","3",0.311046638545245,0.573748362502387,0.715558259604612,0.676430101552751,0.0201371733540082,0.112154027397786
"1133","392","Southwest",NA,"1","II","1",0.108988422933236,0.689885434183167,0.45707169655724,0.742665862381647,0.00667570519706505,0.0449467435463493
"1134","863","Soutpansberg","KBA",NA,NA,"3",0.415974965835422,0.484072021452779,0.730067967840577,0.697886681202932,0.00406677392388772,0.0282778251563031
"1135","151","Spatsizi Plateau Wilderness Park",NA,"1","Ib","5",0.104094907074354,0.985551094266896,0.501988920310276,0.731743988840557,0.0072403766050444,0.0178685841353016
"1136","1345","Sperrgebiet","KBA",NA,NA,"3",0.189246553326443,0.638619788962927,0.718964233655017,0.725156275422804,0.0227437745429938,0.000286209986110889
"1137","568","St Katherine Protectorate","KBA",NA,NA,"8",0.0865936265533033,0.737977355312368,0.580908426650522,0.706579874590497,0.00491852719994879,1.53520535009346e-05
"1138","382","Staaten River",NA,"1","II","1",0.175088016079636,0.601620606816871,0.755776728494228,0.930201521678755,0.004901378675525,0.0251181626348953
"1139","112","Stephen Mather",NA,"1","Ib","5",0.149616114988153,0.796631079310878,0.594770857001279,0.737489736599996,0.00267948001001696,0.0324607009410909
"1140","153","Stikine River Park",NA,"1","Ib","5",0.104076920562628,0.981164782350626,0.549439129348828,0.729281578671725,0.00267857216947328,0.0241314118031153
"1141","439","Strathcona Park",NA,"1","II","5",0.0954038446064554,0.763130015199567,0.704555929752223,0.717218316083348,0.00258579347709087,0.0409810732096165
"1142","800","Strzelecki Desert Lakes","KBA",NA,NA,"1",0.1546220672369,0.590128315521773,0.596932880222491,0.84628750966424,0.00250092110249473,0.00369998539908006
"1143","376","Sturt",NA,"1","II","1",0.146946695973515,0.494904854575476,0.599680217726942,0.747284886105926,0.00339297715511447,0.00675844439588275
"1144","1335","Sudd (Bahr-el-Jebel system)","KBA",NA,NA,"3",0.265931709963792,0.65578349150221,0.795695017011173,0.620194536404836,0.0268976690312451,0.0883677255299817
"1145","508","Sumapaz",NA,"1","II","6",0.681456404947627,0.589535326603745,0.635365887666517,0.762131214348192,0.00231541949093222,0.033076025346635
"1146","710","Sumbar","KBA",NA,NA,"8",0.16616581561474,0.513243770523681,0.648918107328988,0.799764735172632,0.00218513129917395,0.00273971543498318
"1147","1199","Sündiken Mountains","KBA",NA,NA,"8",0.143462474361879,0.559691676275517,0.598016733001809,0.771509891946543,0.00221380391446034,0.0103410658220565
"1148","886","Suzunsky pine forest","KBA",NA,NA,"8",0.152717186335627,0.533603622824825,0.636239636956783,0.760220415832232,0.00368884371377877,0.014374381562145
"1149","1233","Svaneti","KBA",NA,NA,"8",0.17411112088019,0.597822183183885,0.875089805359358,0.781591069217607,0.00242770722790322,0.0189282889057567
"1150","547","Syvash Bay","KBA",NA,NA,"8",0.137237972526362,0.396944733900666,0.508096158482282,0.781740716660896,0.00236322037905736,0.00223155625542759
"1151","741","Tabocais","KBA",NA,NA,"6",0.57655878798746,0.893640657612145,0.691400949427781,0.718857809415012,0.0769280000748528,1
"1152","647","Tadmur desert and mountains","KBA",NA,NA,"8",0.0698615960893613,0.490479863407009,0.456672199276532,0.728625879051891,0.00424657260411318,0.00129263093464857
"1153","1020","Tahuamanu","KBA",NA,NA,"6",0.509950731302326,0.737647455085196,0.695176080165933,0.691248825075612,0.00231962299959007,0.0866642574918593
"1154","438","Taï National Park",NA,"1","II","3",0.366334258701998,0.767136516983097,0.61379808534479,0.612971200463719,0.00531730792475237,0.087852571444903
"1155","341","Talampaya",NA,"1","II","6",0.116248136292662,0.790351105517553,0.659913422502247,0.253868414245301,0.00222481986382075,0.00559983820195221
"1156","874","Talduair mountain","KBA",NA,NA,"8",0.172326417987408,0.443529738726882,0.707884055733402,0.746897836436803,0.00214017693878952,0.00197473640428538
"1157","280","Taman Negara",NA,"1","II","4",0.438656607496038,0.890651163491507,0.736395151851927,0.69512875141314,0.0047220333765944,0.100056051345388
"1158","1066","Tambopata","KBA",NA,NA,"6",0.719092819638952,0.833374104735887,0.714485319134022,0.634690370525558,0.00290583548769125,0.123321954405913
"1159","857","Tanintharyi National Park","KBA",NA,NA,"4",0.420198985910354,0.825250370292289,0.71956087412159,0.613970437212841,0.00383476547649738,0.0887171062566856
"1160","281","Tanjung Puting",NA,"1","II","4",0.272918680315065,0.82239075537139,0.684579385873425,0.591648676026372,0.00430708012413158,0.0351077029182213
"1161","474","Tarangire National Park",NA,"1","II","3",0.465533778489965,0.715360515616191,0.777873074308041,0.380390265341863,0.00273126287523696,0.014533428504288
"1162","1145","Tarim Euphrates Poplar Forest Nature Reserve","KBA",NA,NA,"8",0.0886504851946559,0.79696880201603,0.55351979811551,0.713515465848228,0.00590046770304318,0.000167933400249786
"1163","211","Tarvagatai nuruu",NA,"1","II","8",0.144170476332036,0.385076908827783,0.834807666036423,0.757754094535788,0.00565809593516554,0.00567735197848471
"1164","130","Tatshenshini-Alsek Park",NA,"1","Ib","5",0.108458794019264,0.987598551834867,0.453865965300004,0.726585596463145,0.00984437234843928,0.00791741729212295
"1165","1322","Tchabal-Mbabo","KBA",NA,NA,"3",0.380282064554517,0.715260114897641,0.635220098088905,0.700330594411287,0.00326850292497772,0.0480040422998108
"1166","1323","Telefomin","KBA",NA,NA,"1",0.408327892404872,0.912244933186745,0.510655050252869,0.657445301487115,0.0020795314957202,0.0754776906370237
"1167","205","Tengis-Shishged",NA,"1","II","8",0.157837115141452,0.638562299817518,0.726593476947,0.748704067138469,0.00905702303231323,0.022131544522408
"1168","760","Tepuis de Roraima","KBA",NA,NA,"6",0.628854537501825,0.749805727052661,0.596601533227396,0.710927815883159,0.00259791839320207,0.0649981443758712
"1169","998","Termit Mountains","KBA",NA,NA,"3",0.0766312206002632,0.775985264971738,0.645111661669867,0.683711903313252,0.00927708300434796,0.000758617214242521
"1170","1108","Terpyey-Tumus","KBA",NA,NA,"8",0.0373095761892871,0.997398308647431,0.36672368213547,0.726526806368193,0.00296225391085809,0.00188502360578249
"1171","745","Terra Ronca","KBA",NA,NA,"6",0.374313931968097,0.422139759106813,0.651833098173056,0.639438373033152,0.0070727937378805,0.0377888039256631
"1172","1075","Territorio Achuar","KBA",NA,NA,"6",0.685131594665796,0.883540504187904,0.759229952176098,0.658922940891469,0.00806412868517292,0.179029403280849
"1173","938","Teshekpuk Lake-E. Dease Inlet","KBA",NA,NA,"5",0.0418821344225275,0.976393235765741,0.363922141814338,0.726526806368193,0.00940189948542561,0.00116076911885278
"1174","104","Teton",NA,"1","Ib","5",0.138853737150765,0.835299023442814,0.664561690899302,0.736795924802323,0.00246081713626437,0.0275749366410494
"1175","245","Thap Lan",NA,"1","II","4",0.297963769945375,0.679415983776324,0.675538528722938,0.577584228733603,0.00231795570993671,0.0349764396455021
"1176","1344","Tharthar Lake and Al-Dhebaeji Fields","KBA",NA,NA,"8",0.0751306240038903,0.74325534758201,0.614542528396297,0.822552409414753,0.00355079948983074,0.00149790133896551
"1177","825","The Abraq area","KBA",NA,NA,"8",0.071395437211435,0.776166340735887,0.517708027572249,0.726545637376411,0.00406015647230998,1.99620684114871e-08
"1178","531","The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities",NA,"1","Not Applicable","8",0.120282069988621,0.584688186216816,0.621257441898726,0.800596417332198,0.00220403138134744,0.00287380480087111
"1179","160","Thelon Wildlife Sanctuary",NA,"1","Ib","5",0.0397786271287024,0.999584231512354,0.297765208615499,0.726526806368193,0.0221171689117289,0.00712905008216514
"1180","519","Three Parallel Rivers of Yunnan Protected Areas",NA,"1","Not Applicable","8",0.518846193315752,0.706419531681093,0.603413321550305,0.703111216260643,0.0219756418185253,0.258991834143097
